id,text,label
7920,rusak,toxic
7921,begokan banget,toxic
7922,eh brengseklu,toxic
7923,sialan,toxic
7924,dasar anak l0ser bro,toxic
7925,sinting kau,toxic
7926,j0r0k,toxic
7927,t41,toxic
7928,hei julid,toxic
7929,wahai 5etan kau,toxic
7930,kau munafik,toxic
7931,si b0d0h beneran,toxic
7932,alay,toxic
7933,dasar manusia parasit lu,toxic
7934,tai,toxic
7935,nih leb4y cuk,toxic
7936,taiayam,toxic
7937,bangsat ya,toxic
7938,ot4kud4ng,toxic
7939,muka dua lu,toxic
7940,pecundang woy,toxic
7941,si baj1ngan amat,toxic
7942,edan,toxic
7943,bi4d4b,toxic
7944,parasit,toxic
7945,muka dua parah,toxic
7946,id10t,toxic
7947,nih b3go sekali,toxic
7948,hei ng3yel beneran,toxic
7949,arogan,toxic
7950,nih penipu,toxic
7951,ngawur,toxic
7952,dungu,toxic
7953,ot4kudang,toxic
7954,dasar manusia mal45 banget,toxic
7955,si paling keras kepala,toxic
7956,kamu rese,toxic
7957,wahai taiayam,toxic
7958,ngawur,toxic
7959,j4h4t,toxic
7960,si kasar,toxic
7961,kau stress,toxic
7962,lebay,toxic
7963,stress sih,toxic
7964,1d10t,toxic
7965,dasar lu songong,toxic
7966,ker4s k3p4l4,toxic
7967,br3ng05,toxic
7968,jul1d,toxic
7969,setan,toxic
7970,k4s4r,toxic
7971,nakal,toxic
7972,nakal lu,toxic
7973,dasar anak jelek,toxic
7974,malesin,toxic
7975,oi penipu,toxic
7976,arogan,toxic
7977,otakudang,toxic
7978,si julid,toxic
7979,ngehe,toxic
7980,dasar goblok,toxic
7981,sinting,toxic
7982,pem4l45,toxic
7983,kamu p3m4r4h lu,toxic
7984,kamu nyebelin ya,toxic
7985,kot0r,toxic
7986,nakal abis,toxic
7987,dasar jahil,toxic
7988,si paling keparat bro,toxic
7989,rusak sekali,toxic
7990,dasar lu cupu,toxic
7991,5int1ng,toxic
7992,p3mboh0ng,toxic
7993,eh malas kau,toxic
7994,nih nakal,toxic
7995,tai sih,toxic
7996,eh malesin,toxic
7997,kurangajar bang,toxic
7998,g4ring,toxic
7999,eh ngawur,toxic
8000,bodoh nih,toxic
8001,k3ras k3pal4,toxic
8002,j0rok,toxic
8003,wahai tolol,toxic
8004,kau nyeb3l1n beneran,toxic
8005,lebay parah,toxic
8006,si paling ny3b3lin ya,toxic
8007,pemalas,toxic
8008,dasar anak berandal,toxic
8009,kau tololan,toxic
8010,eg0i5,toxic
8011,jahil,toxic
8012,mala5,toxic
8013,bego abis,toxic
8014,cupu,toxic
8015,hei j4h1l bang,toxic
8016,egois cuk,toxic
8017,hei malas,toxic
8018,wahai 54mpah beneran,toxic
8019,si paling garing,toxic
8020,stress,toxic
8021,berisik,toxic
8022,cupu,toxic
8023,dasar anak tukangfitnah,toxic
8024,lemot banget,toxic
8025,dasar anak sinting,toxic
8026,bajingan,toxic
8027,tololan banget,toxic
8028,arogan kau,toxic
8029,dasar otakudang,toxic
8030,bi4d4b,toxic
8031,ngehe nih,toxic
8032,oi songong,toxic
8033,nih penipu,toxic
8034,begokan,toxic
8035,brengos,toxic
8036,norak bro,toxic
8037,hei biad4b bang,toxic
8038,wahai pecundang,toxic
8039,cacat banget,toxic
8040,wahai goblok,toxic
8041,si mun4fik parah,toxic
8042,pengacau woy,toxic
8043,dasar anak ot4kud4ng sih,toxic
8044,garing,toxic
8045,kamu stress,toxic
8046,bangs4t,toxic
8047,si n4k4l ya,toxic
8048,sombong sekali,toxic
8049,nih b3g0kan bro,toxic
8050,pemb0h0ng,toxic
8051,dasar manusia busuk,toxic
8052,pen1pu,toxic
8053,b3randal,toxic
8054,dasar lu pecundang,toxic
8055,nih pemalas,toxic
8056,edan,toxic
8057,pengacau,toxic
8058,lemot banget,toxic
8059,bangsat kau,toxic
8060,kampret,toxic
8061,sialan ya,toxic
8062,dasar anak ng3he cuk,toxic
8063,5tre55,toxic
8064,nih sinting,toxic
8065,samp4h,toxic
8066,sampah,toxic
8067,payah,toxic
8068,berisik,toxic
8069,cacat,toxic
8070,si taikucing,toxic
8071,m4la5,toxic
8072,jahil,toxic
8073,dasar anak soktau,toxic
8074,hei rusak,toxic
8075,bajingan amat,toxic
8076,kau k454r nih,toxic
8077,hei l3mot bang,toxic
8078,dasar lu muka dua,toxic
8079,otakudang bro,toxic
8080,51nt1ng,toxic
8081,hei munafik,toxic
8082,wahai idiotan,toxic
8083,b1ad4b,toxic
8084,kamu tololan,toxic
8085,lemot,toxic
8086,si br3ngseklu kau,toxic
8087,k4mpret,toxic
8088,dasar lu payah,toxic
8089,taiayam bro,toxic
8090,br3ng53klu,toxic
8091,ker45 k3pal4,toxic
8092,cacat parah,toxic
8093,berisik,toxic
8094,5ampah,toxic
8095,anj1ng,toxic
8096,dasar lu cacat bang,toxic
8097,4r0g4n,toxic
8098,si muka du4 sih,toxic
8099,tololan,toxic
8100,hei rese,toxic
8101,eh bajingan,toxic
8102,pembohong kau,toxic
8103,wahai bajing4n bro,toxic
8104,oi dungu,toxic
8105,beg0,toxic
8106,goblokan,toxic
8107,jahat,toxic
8108,eh jorok bro,toxic
8109,dasar penipu kau,toxic
8110,ng3h3,toxic
8111,si paling tolol,toxic
8112,bodoh bang,toxic
8113,hei ngawur,toxic
8114,jahil parah,toxic
8115,ngehe cuk,toxic
8116,si ego1s amat,toxic
8117,bodoh banget,toxic
8118,dasar manusia k3ra5 k3p4la cuk,toxic
8119,brengseklu,toxic
8120,woi s1alan parah,toxic
8121,tai kau,toxic
8122,dasar lu pecundang,toxic
8123,b4cot,toxic
8124,si paling gila,toxic
8125,wahai lemot,toxic
8126,dasar lu ngehe,toxic
8127,hei pay4h nih,toxic
8128,dasar kampungan,toxic
8129,tololan cuk,toxic
8130,tolol banget,toxic
8131,jor0k,toxic
8132,kampungan woy,toxic
8133,dasar manusia ngey3l abis,toxic
8134,lemot,toxic
8135,rese,toxic
8136,woi tol0lan abis,toxic
8137,berandal parah,toxic
8138,anjing abis,toxic
8139,bego,toxic
8140,4mp4s,toxic
8141,julid banget,toxic
8142,si paling idiot,toxic
8143,arogan beneran,toxic
8144,b4c0t,toxic
8145,alay,toxic
8146,egois amat,toxic
8147,eh sinting,toxic
8148,cerewet,toxic
8149,p3ng4c4u,toxic
8150,dasar lu cupu cuk,toxic
8151,ru5ak,toxic
8152,woi lebay,toxic
8153,pemb0hong,toxic
8154,pecundang,toxic
8155,cerewet,toxic
8156,dasar lu s4mpah banget,toxic
8157,br3ng5eklu,toxic
8158,malesin banget,toxic
8159,brengsek,toxic
8160,brengsek bro,toxic
8161,hei u53l355 parah,toxic
8162,nyebelin,toxic
8163,dasar tolol,toxic
8164,brengsek,toxic
8165,kamu m4le5in amat,toxic
8166,woi t0lol4n cuk,toxic
8167,bangsat,toxic
8168,ngawur,toxic
8169,keparat amat,toxic
8170,rusak bro,toxic
8171,si paling t0l0lan sekali,toxic
8172,pemalas,toxic
8173,oi t4ikuc1ng beneran,toxic
8174,kau ngehe beneran,toxic
8175,nih nakal,toxic
8176,goblokan,toxic
8177,kau gila lu,toxic
8178,loser sih,toxic
8179,s0kt4u,toxic
8180,eh b3risik amat,toxic
8181,ngehe,toxic
8182,cupu amat,toxic
8183,anjing,toxic
8184,goblok ya,toxic
8185,eh rusak,toxic
8186,dasar lu kampret,toxic
8187,taiayam banget,toxic
8188,kotor sih,toxic
8189,si rese,toxic
8190,jorok,toxic
8191,taikucing sih,toxic
8192,nih br3ng53k woy,toxic
8193,dasar anak bang5at nih,toxic
8194,dasar anak begokan abis,toxic
8195,dasar g0bl0kan amat,toxic
8196,oi lebay,toxic
8197,l3m0t,toxic
8198,brengos sekali,toxic
8199,jor0k,toxic
8200,si paling p3malas bro,toxic
8201,songong sih,toxic
8202,dasar lu berandal,toxic
8203,pemalas bang,toxic
8204,si paling n4k4l banget,toxic
8205,gila,toxic
8206,sombong kau,toxic
8207,payah,toxic
8208,muka dua,toxic
8209,nih brengos,toxic
8210,p4ras1t,toxic
8211,pengkhianat,toxic
8212,muka dua sih,toxic
8213,keras kepala kau,toxic
8214,norak,toxic
8215,si paling jul1d sih,toxic
8216,kau jelek,toxic
8217,ngehe,toxic
8218,si pecundang,toxic
8219,kau berisik,toxic
8220,pemarah beneran,toxic
8221,si paling gila woy,toxic
8222,kurangajar banget,toxic
8223,pemarah,toxic
8224,p3m4r4h,toxic
8225,idiot,toxic
8226,dasar lu l053r parah,toxic
8227,baj1ngan,toxic
8228,lem0t,toxic
8229,kau pem4l45 sih,toxic
8230,kur4ng4j4r,toxic
8231,malas nih,toxic
8232,woi pemalas,toxic
8233,wahai jorok banget,toxic
8234,k4mpungan,toxic
8235,sialan,toxic
8236,ngehe,toxic
8237,nakal,toxic
8238,dasar lu soktau,toxic
8239,wahai rese,toxic
8240,br3ng5eklu,toxic
8241,dungu,toxic
8242,kurangajar,toxic
8243,pen1pu,toxic
8244,garing,toxic
8245,oi norak,toxic
8246,oi rusak beneran,toxic
8247,sombong kau,toxic
8248,ngawur,toxic
8249,pembohong ya,toxic
8250,si paling kampung4n cuk,toxic
8251,malesin bang,toxic
8252,muka dua nih,toxic
8253,si paling sialan,toxic
8254,brengs3k,toxic
8255,4nj1ng,toxic
8256,si paling sombong,toxic
8257,kamu p3ng4cau abis,toxic
8258,dasar ta1 bang,toxic
8259,si sinting amat,toxic
8260,malas banget,toxic
8261,pemarah nih,toxic
8262,si nyebelin,toxic
8263,penipu,toxic
8264,parasit,toxic
8265,male5in,toxic
8266,eg01s,toxic
8267,50mbong,toxic
8268,kampungan banget,toxic
8269,malas sekali,toxic
8270,kamu bangsat,toxic
8271,jah4t,toxic
8272,peng4cau,toxic
8273,brengos banget,toxic
8274,dasar anak pemarah,toxic
8275,pembohong sih,toxic
8276,oi anjing woy,toxic
8277,bego,toxic
8278,5omb0ng,toxic
8279,pengkhianat,toxic
8280,garing sekali,toxic
8281,useless,toxic
8282,nih cacat beneran,toxic
8283,tololan,toxic
8284,useless beneran,toxic
8285,malesin,toxic
8286,cerewet bang,toxic
8287,songong,toxic
8288,bajingan kau,toxic
8289,kamu berandal,toxic
8290,muka dua,toxic
8291,bego,toxic
8292,setan parah,toxic
8293,taiayam,toxic
8294,bego cuk,toxic
8295,dasar lemot,toxic
8296,ber1s1k,toxic
8297,oi g4ring woy,toxic
8298,useless,toxic
8299,dasar anak nyeb3l1n parah,toxic
8300,dasar para5it lu,toxic
8301,useless abis,toxic
8302,tolol,toxic
8303,alay,toxic
8304,keras kepala woy,toxic
8305,kau munafik,toxic
8306,arogan banget,toxic
8307,5tress,toxic
8308,dungu nih,toxic
8309,dasar manusia useless,toxic
8310,taikucing beneran,toxic
8311,si paling jelek,toxic
8312,br3ng0s,toxic
8313,ng4wur,toxic
8314,kamu pemalas,toxic
8315,bodoh bro,toxic
8316,s1alan,toxic
8317,goblok4n,toxic
8318,dasar lu taikucing,toxic
8319,dasar pemalas,toxic
8320,sokt4u,toxic
8321,woi rese,toxic
8322,dasar lu ny3bel1n amat,toxic
8323,munafik ya,toxic
8324,t0lol,toxic
8325,dasar manusia julid,toxic
8326,kau goblokan,toxic
8327,rese,toxic
8328,hei 5et4n sih,toxic
8329,sialan banget,toxic
8330,si paling id1ot parah,toxic
8331,eh amp45 parah,toxic
8332,brengsek nih,toxic
8333,kau jahat woy,toxic
8334,n4kal,toxic
8335,eh leb4y banget,toxic
8336,j4hil,toxic
8337,hei lebay,toxic
8338,pengkhianat,toxic
8339,si paling ber1sik bro,toxic
8340,kau b3g0 bro,toxic
8341,bu5uk,toxic
8342,kurangajar banget,toxic
8343,woi 3go1s amat,toxic
8344,b1adab,toxic
8345,t414yam,toxic
8346,setan,toxic
8347,tukangfitnah woy,toxic
8348,cerewet abis,toxic
8349,eh ru5ak beneran,toxic
8350,somb0ng,toxic
8351,dasar lu goblok nih,toxic
8352,busuk parah,toxic
8353,berandal,toxic
8354,sint1ng,toxic
8355,dasar lu gar1ng sih,toxic
8356,b3g0kan,toxic
8357,dasar lu somb0ng beneran,toxic
8358,nyebelin banget,toxic
8359,wahai nakal,toxic
8360,ampas,toxic
8361,brengseklu sekali,toxic
8362,dasar anak keras kepala,toxic
8363,s0ngong,toxic
8364,dasar manusia kotor,toxic
8365,begokan,toxic
8366,jahat,toxic
8367,nyebelin,toxic
8368,woi setan,toxic
8369,dasar jelek,toxic
8370,berisik kau,toxic
8371,t0l0l,toxic
8372,sinting,toxic
8373,kau gobl0k sih,toxic
8374,bodoh abis,toxic
8375,si loser,toxic
8376,si pemalas,toxic
8377,berandal,toxic
8378,brengseklu,toxic
8379,bego,toxic
8380,p4r4s1t,toxic
8381,p4y4h,toxic
8382,songong cuk,toxic
8383,keras kepala cuk,toxic
8384,goblokan parah,toxic
8385,eh berand4l beneran,toxic
8386,eh sinting,toxic
8387,julid,toxic
8388,kamu bangsat nih,toxic
8389,tukangfitnah,toxic
8390,dasar anak jorok,toxic
8391,brengo5,toxic
8392,dasar lu pembohong,toxic
8393,si ngawur sekali,toxic
8394,nih biadab,toxic
8395,songong,toxic
8396,anjing bang,toxic
8397,pemalas,toxic
8398,lemot,toxic
8399,pemarah,toxic
8400,br3ngos,toxic
8401,jelek cuk,toxic
8402,taiayam,toxic
8403,str355,toxic
8404,idiotan,toxic
8405,ngehe amat,toxic
8406,dasar anak g0blok woy,toxic
8407,anjing,toxic
8408,malas cuk,toxic
8409,dasar anak idiotan,toxic
8410,brengsek,toxic
8411,nih pemalas,toxic
8412,jul1d,toxic
8413,stre55,toxic
8414,dasar anak kepar4t kau,toxic
8415,cupu,toxic
8416,parasit,toxic
8417,muka dua woy,toxic
8418,nih breng5eklu bro,toxic
8419,eh nakal,toxic
8420,bangsat,toxic
8421,idiotan,toxic
8422,dasar anak kurangajar,toxic
8423,kamu p3m4l4s bang,toxic
8424,wahai 3dan kau,toxic
8425,dasar l3bay ya,toxic
8426,setan,toxic
8427,eh t41 sih,toxic
8428,soktau,toxic
8429,dasar manusia breng5eklu sih,toxic
8430,brengsek,toxic
8431,lemot,toxic
8432,biadab woy,toxic
8433,ampas,toxic
8434,wahai peng4c4u sekali,toxic
8435,brengsek,toxic
8436,eh useless,toxic
8437,egois,toxic
8438,kamu bang54t kau,toxic
8439,bod0h,toxic
8440,kau bac0t abis,toxic
8441,keras kepala banget,toxic
8442,hei nakal,toxic
8443,useless,toxic
8444,wahai kep4r4t lu,toxic
8445,pemb0hong,toxic
8446,ber4ndal,toxic
8447,bego sekali,toxic
8448,br3ngs3k,toxic
8449,pengkhi4n4t,toxic
8450,dasar manusia brengsek,toxic
8451,tolol,toxic
8452,id1ot,toxic
8453,useless banget,toxic
8454,norak banget,toxic
8455,penipu lu,toxic
8456,loser,toxic
8457,samp4h,toxic
8458,taikucing banget,toxic
8459,payah,toxic
8460,useless beneran,toxic
8461,nyebelin,toxic
8462,kamu kas4r lu,toxic
8463,dasar lu 4lay bro,toxic
8464,m4las,toxic
8465,cerewet,toxic
8466,cac4t,toxic
8467,kau songong,toxic
8468,bodoh amat,toxic
8469,taikucing,toxic
8470,begokan abis,toxic
8471,berisik,toxic
8472,rese,toxic
8473,brengseklu lu,toxic
8474,kamu munafik cuk,toxic
8475,dasar lu setan,toxic
8476,rusak,toxic
8477,gil4,toxic
8478,si paling t0lolan sekali,toxic
8479,si penipu,toxic
8480,pemalas,toxic
8481,muka dua,toxic
8482,kau julid lu,toxic
8483,cupu,toxic
8484,tolol,toxic
8485,nih bangsat,toxic
8486,wahai 5ialan bro,toxic
8487,sombong bang,toxic
8488,goblokan,toxic
8489,si b4ngsat amat,toxic
8490,woi pem4rah bang,toxic
8491,pemalas,toxic
8492,setan bro,toxic
8493,payah sih,toxic
8494,kamu lo53r banget,toxic
8495,jahat lu,toxic
8496,nih bangsat sih,toxic
8497,edan woy,toxic
8498,oi j4h1l beneran,toxic
8499,ker4s k3pala,toxic
8500,payah,toxic
8501,si paling cupu,toxic
8502,kamu mal4s cuk,toxic
8503,soktau amat,toxic
8504,brengsek kau,toxic
8505,bi4d4b,toxic
8506,julid woy,toxic
8507,cupu,toxic
8508,ed4n,toxic
8509,woi bacot,toxic
8510,otakudang,toxic
8511,dasar lu kurang4jar lu,toxic
8512,ngey3l,toxic
8513,songong woy,toxic
8514,pemalas,toxic
8515,kamu p3cundang kau,toxic
8516,si paling songong,toxic
8517,dasar manusia stress,toxic
8518,kamu l3b4y banget,toxic
8519,pembohong,toxic
8520,wahai tol0l4n nih,toxic
8521,pemarah,toxic
8522,nih t0l0lan banget,toxic
8523,oi edan beneran,toxic
8524,begokan,toxic
8525,si br3ng53k nih,toxic
8526,dasar anak ampas,toxic
8527,kasar,toxic
8528,otakudang,toxic
8529,si paling b14dab sekali,toxic
8530,kampret,toxic
8531,pemala5,toxic
8532,dasar lu penipu,toxic
8533,bangsat abis,toxic
8534,arogan,toxic
8535,bodoh parah,toxic
8536,nih jorok,toxic
8537,dasar manusia brengsek,toxic
8538,julid bang,toxic
8539,hei dungu parah,toxic
8540,p3ngacau,toxic
8541,kampungan,toxic
8542,p4yah,toxic
8543,dasar manusia setan,toxic
8544,wahai g0bl0k bang,toxic
8545,idiotan amat,toxic
8546,par4sit,toxic
8547,kotor,toxic
8548,songong amat,toxic
8549,soktau,toxic
8550,pecundang sih,toxic
8551,kurangajar,toxic
8552,jelek sekali,toxic
8553,kasar,toxic
8554,dasar anak muka dua,toxic
8555,dasar anak berisik,toxic
8556,pemarah,toxic
8557,garing,toxic
8558,pemalas,toxic
8559,dasar b3r1s1k woy,toxic
8560,1diot,toxic
8561,dasar manusia ngawur,toxic
8562,taikucing nih,toxic
8563,lemot,toxic
8564,songong,toxic
8565,norak bang,toxic
8566,kau t4i sih,toxic
8567,kurangajar,toxic
8568,lemot,toxic
8569,idiot,toxic
8570,dasar manusia otakudang,toxic
8571,n0rak,toxic
8572,g0bl0k,toxic
8573,hei 1diot bro,toxic
8574,cupu,toxic
8575,tolol,toxic
8576,kau cerewet,toxic
8577,jahil amat,toxic
8578,oi 4rog4n parah,toxic
8579,wahai tukangfitnah,toxic
8580,oi jahil,toxic
8581,4njing,toxic
8582,songong kau,toxic
8583,goblok,toxic
8584,oi songong,toxic
8585,woi idiot,toxic
8586,4mpa5,toxic
8587,k0t0r,toxic
8588,ngawur sekali,toxic
8589,kurangajar,toxic
8590,si lemot,toxic
8591,pembohong kau,toxic
8592,p4yah,toxic
8593,taikucing nih,toxic
8594,hei goblokan,toxic
8595,cerewet bang,toxic
8596,pemarah,toxic
8597,hei ng4wur ya,toxic
8598,dungu abis,toxic
8599,ber1s1k,toxic
8600,wahai t41 amat,toxic
8601,bajingan,toxic
8602,gila amat,toxic
8603,hei nak4l sekali,toxic
8604,si lebay sekali,toxic
8605,nih ber4ndal bro,toxic
8606,munafik,toxic
8607,eh k3ras k3p4la lu,toxic
8608,dasar pemal4s sih,toxic
8609,ngawur abis,toxic
8610,sombong woy,toxic
8611,soktau banget,toxic
8612,nakal kau,toxic
8613,loser cuk,toxic
8614,dasar anak begokan,toxic
8615,bangsat,toxic
8616,bi4d4b,toxic
8617,p3n1pu,toxic
8618,kampungan,toxic
8619,bego bang,toxic
8620,si paling 1d10t4n abis,toxic
8621,jah4t,toxic
8622,sinting,toxic
8623,dasar manusia ngehe,toxic
8624,alay,toxic
8625,jahil,toxic
8626,bu5uk,toxic
8627,goblokan bang,toxic
8628,garing,toxic
8629,pemarah,toxic
8630,useless,toxic
8631,nih k3r45 kepal4 kau,toxic
8632,53tan,toxic
8633,dasar lu penipu,toxic
8634,dungu woy,toxic
8635,jahat,toxic
8636,bodoh lu,toxic
8637,nakal,toxic
8638,kamu berisik,toxic
8639,cupu,toxic
8640,p3n1pu,toxic
8641,l3mot,toxic
8642,kamu payah,toxic
8643,wahai ampas,toxic
8644,dasar manusia useless,toxic
8645,biadab,toxic
8646,dasar lu pengacau,toxic
8647,dasar anak jahat,toxic
8648,si paling c4c4t kau,toxic
8649,garing ya,toxic
8650,norak,toxic
8651,dasar lu ru5ak beneran,toxic
8652,dasar manusia pengacau,toxic
8653,bego,toxic
8654,munafik lu,toxic
8655,eh t0lol ya,toxic
8656,dasar lu tololan,toxic
8657,woi norak,toxic
8658,jah4t,toxic
8659,sombong kau,toxic
8660,tuk4ngf1tnah,toxic
8661,dasar ng3y3l sekali,toxic
8662,parasit nih,toxic
8663,kampungan,toxic
8664,si paling 5ongong nih,toxic
8665,nih jahil,toxic
8666,setan,toxic
8667,l3mot,toxic
8668,wahai b4ng54t sih,toxic
8669,muka dua kau,toxic
8670,dasar manusia cupu,toxic
8671,wahai p3mala5 woy,toxic
8672,pecundang,toxic
8673,berisik,toxic
8674,hei brengos sekali,toxic
8675,kau b3rand4l parah,toxic
8676,dasar lu jahil,toxic
8677,dasar lu keras kepala,toxic
8678,kau sampah,toxic
8679,si paling k4mpung4n parah,toxic
8680,dasar lu kampungan,toxic
8681,dasar lu p4r451t amat,toxic
8682,pengacau,toxic
8683,nih idiotan,toxic
8684,tolol,toxic
8685,goblokan,toxic
8686,1d10t4n,toxic
8687,pengkhianat,toxic
8688,taikucing,toxic
8689,berandal,toxic
8690,hei kampret,toxic
8691,alay,toxic
8692,eh pecundang,toxic
8693,ampas,toxic
8694,brengsek,toxic
8695,hei muka dua,toxic
8696,woi tololan,toxic
8697,hei ngawur,toxic
8698,tololan,toxic
8699,dasar manusia ber1sik bro,toxic
8700,alay,toxic
8701,dungu,toxic
8702,munafik cuk,toxic
8703,si paling pemb0hong bro,toxic
8704,us3le55,toxic
8705,woi ot4kudang amat,toxic
8706,p4y4h,toxic
8707,eh sombong parah,toxic
8708,ed4n,toxic
8709,si k4mpungan lu,toxic
8710,5amp4h,toxic
8711,brengsek parah,toxic
8712,kamu biadab sekali,toxic
8713,dasar anak brengos,toxic
8714,eh gil4 amat,toxic
8715,julid,toxic
8716,garing sih,toxic
8717,kampret,toxic
8718,dasar manusia parasit,toxic
8719,biad4b,toxic
8720,muk4 dua,toxic
8721,n4k4l,toxic
8722,garing,toxic
8723,pengkh1anat,toxic
8724,dungu bro,toxic
8725,ngeyel amat,toxic
8726,pembohong amat,toxic
8727,tolol,toxic
8728,kurangajar nih,toxic
8729,idiot,toxic
8730,oi brengsek,toxic
8731,muka du4,toxic
8732,hei s3t4n woy,toxic
8733,cupu,toxic
8734,tai nih,toxic
8735,nyebelin sekali,toxic
8736,hei k3r45 k3p4la lu,toxic
8737,kurangajar,toxic
8738,ngehe,toxic
8739,rese,toxic
8740,parasit ya,toxic
8741,dasar p4yah cuk,toxic
8742,p3malas,toxic
8743,dasar lu kotor lu,toxic
8744,p3cund4ng,toxic
8745,oi ampas,toxic
8746,ego1s,toxic
8747,malesin nih,toxic
8748,parasit,toxic
8749,dasar lu c3rew3t sekali,toxic
8750,nih kampret,toxic
8751,kampungan sih,toxic
8752,dasar lu pemb0h0ng parah,toxic
8753,ngeyel,toxic
8754,p3ngac4u,toxic
8755,pembohong,toxic
8756,res3,toxic
8757,hei j4h4t sih,toxic
8758,wahai sialan,toxic
8759,payah,toxic
8760,kamu r35e cuk,toxic
8761,oi breng05 sih,toxic
8762,brengos,toxic
8763,brengseklu bang,toxic
8764,kau ng3y3l kau,toxic
8765,kau t41ay4m lu,toxic
8766,malesin,toxic
8767,stress,toxic
8768,dasar anak pemalas,toxic
8769,malesin,toxic
8770,egois,toxic
8771,woi pem4la5 bro,toxic
8772,b14dab,toxic
8773,hei bacot,toxic
8774,b4ng54t,toxic
8775,woi egois,toxic
8776,bi4dab,toxic
8777,dasar manusia cerewet,toxic
8778,ngawur,toxic
8779,beg0,toxic
8780,baj1ngan,toxic
8781,par45it,toxic
8782,bajingan,toxic
8783,woi b4j1ng4n banget,toxic
8784,muka dua,toxic
8785,wahai ngey3l ya,toxic
8786,bodoh bang,toxic
8787,kotor parah,toxic
8788,si paling dungu,toxic
8789,dasar pemalas,toxic
8790,woi lemot,toxic
8791,idiot,toxic
8792,nih nyebelin,toxic
8793,si paling beri51k nih,toxic
8794,bangsat,toxic
8795,brengsek woy,toxic
8796,kau cacat,toxic
8797,idiot woy,toxic
8798,dasar lu busuk woy,toxic
8799,jorok,toxic
8800,wahai idiotan,toxic
8801,ta1,toxic
8802,pengacau,toxic
8803,brengsek bang,toxic
8804,si paling b3gokan bro,toxic
8805,dasar lu ber4nd4l sih,toxic
8806,g4r1ng,toxic
8807,rus4k,toxic
8808,ampas,toxic
8809,ngehe,toxic
8810,wahai pecundang,toxic
8811,b3go,toxic
8812,dasar lu t414yam ya,toxic
8813,kau malas,toxic
8814,bangsat,toxic
8815,ngeh3,toxic
8816,kampungan nih,toxic
8817,s0mb0ng,toxic
8818,j3l3k,toxic
8819,wahai pemarah,toxic
8820,gila ya,toxic
8821,b4jingan,toxic
8822,cacat nih,toxic
8823,woi p3m4las woy,toxic
8824,kau b14dab amat,toxic
8825,br3ngseklu,toxic
8826,dasar jahil,toxic
8827,dasar manusia pay4h nih,toxic
8828,dungu,toxic
8829,sokt4u,toxic
8830,k4mpung4n,toxic
8831,bangsat amat,toxic
8832,kasar,toxic
8833,norak,toxic
8834,50mbong,toxic
8835,si beg0k4n bro,toxic
8836,ngawur,toxic
8837,al4y,toxic
8838,kurangajar,toxic
8839,si julid banget,toxic
8840,kau jor0k bang,toxic
8841,oi 4mpa5 beneran,toxic
8842,parasit sih,toxic
8843,si paling t4i4yam bang,toxic
8844,arogan bang,toxic
8845,nih n4k4l abis,toxic
8846,wahai kepar4t woy,toxic
8847,54mpah,toxic
8848,sombong,toxic
8849,bacot,toxic
8850,lemot,toxic
8851,si bajingan,toxic
8852,biadab,toxic
8853,kampungan nih,toxic
8854,jelek,toxic
8855,si begokan,toxic
8856,mun4fik,toxic
8857,ngehe,toxic
8858,kau bacot,toxic
8859,oi goblokan,toxic
8860,munafik,toxic
8861,nih anjing,toxic
8862,pemalas amat,toxic
8863,busuk abis,toxic
8864,munafik,toxic
8865,woi 3d4n beneran,toxic
8866,lemot banget,toxic
8867,oi pengacau,toxic
8868,dasar anak pembohong,toxic
8869,idiot bro,toxic
8870,r35e,toxic
8871,rese abis,toxic
8872,bodoh,toxic
8873,rusak,toxic
8874,ny3b3l1n,toxic
8875,stress,toxic
8876,j4hil,toxic
8877,bacot,toxic
8878,ampas bang,toxic
8879,0t4kud4ng,toxic
8880,munafik,toxic
8881,pengkhianat,toxic
8882,dasar anak munafik,toxic
8883,pemarah ya,toxic
8884,eh k4sar kau,toxic
8885,rus4k,toxic
8886,50mbong,toxic
8887,dasar anak bego,toxic
8888,eg01s,toxic
8889,eh l3m0t cuk,toxic
8890,nih id1ot banget,toxic
8891,eh soktau,toxic
8892,woi brengseklu,toxic
8893,garing,toxic
8894,jelek kau,toxic
8895,dasar anak usele5s kau,toxic
8896,dasar lu tol0l parah,toxic
8897,nih julid,toxic
8898,dasar lu berand4l bro,toxic
8899,br3ngs3k,toxic
8900,anjing,toxic
8901,dasar anak keras kep4la lu,toxic
8902,taikucing,toxic
8903,pen1pu,toxic
8904,edan,toxic
8905,otakudang woy,toxic
8906,busuk,toxic
8907,brengseklu,toxic
8908,goblokan ya,toxic
8909,dasar anak gila,toxic
8910,eh pembohong,toxic
8911,eh jahat,toxic
8912,brengos,toxic
8913,eh k4mpret banget,toxic
8914,woi kampungan,toxic
8915,woi useless,toxic
8916,malas,toxic
8917,bangsat,toxic
8918,oi bajing4n abis,toxic
8919,tololan,toxic
8920,norak sih,toxic
8921,p3m4las,toxic
8922,hei c3r3w3t cuk,toxic
8923,kamu gobl0k ya,toxic
8924,si4l4n,toxic
8925,kur4ng4j4r,toxic
8926,stress,toxic
8927,parasit amat,toxic
8928,ngeyel,toxic
8929,hei b0d0h bang,toxic
8930,oi parasit,toxic
